     
nature id: 81129922
55.9527938,-3.2140036
55.9527774,-3.2138839
55.9527671,-3.2133306
55.9527605,-3.2132204
55.9527922,-3.2129675
55.9529324,-3.2127792
55.9530550,-3.2126610
55.9532056,-3.2124890
55.9537059,-3.2122857
55.9537629,-3.2123498
55.9539292,-3.2122975
55.9539592,-3.2121795
55.9545725,-3.2118337
55.9548583,-3.2117347
55.9549612,-3.2116663
55.9550554,-3.2116187
55.9551125,-3.2115570
55.9551722,-3.2115383
55.9552116,-3.2115403
55.9552724,-3.2115611
55.9553007,-3.2115812
55.9553466,-3.2115458
55.9558858,-3.2111063
55.9558304,-3.2107932
55.9556160,-3.2110670
55.9555727,-3.2109965
55.9552409,-3.2111736
55.9544095,-3.2116379
55.9536735,-3.2119574
55.9529539,-3.2122663
55.9528161,-3.2118709
55.9527754,-3.2119018
55.9527489,-3.2119331
55.9527206,-3.2119754
55.9527007,-3.2120185
55.9526883,-3.2120597
55.9526804,-3.2121051
55.9526772,-3.2121539
55.9526791,-3.2122141
55.9526857,-3.2122751
55.9526968,-3.2123375
55.9526387,-3.2124732
55.9525766,-3.2126436
55.9525374,-3.2127909
55.9526134,-3.2132794
55.9524048,-3.2137022
55.9527938,-3.2140036
nature_type: wood
     
nature id: 84642480
55.9524746,-3.2195760
55.9525423,-3.2195383
55.9526055,-3.2195819
55.9526155,-3.2195888
55.9526792,-3.2196353
55.9527596,-3.2197278
55.9529504,-3.2200625
55.9530451,-3.2202554
55.9530900,-3.2204399
55.9531662,-3.2206613
55.9533050,-3.2209550
55.9530997,-3.2217911
55.9530664,-3.2217659
55.9529697,-3.2221636
55.9528878,-3.2221021
55.9524408,-3.2224378
55.9524097,-3.2225664
55.9521566,-3.2226028
55.9521574,-3.2226554
55.9519013,-3.2226980
55.9517903,-3.2226954
55.9511073,-3.2225398
55.9509353,-3.2224941
55.9509073,-3.2224101
55.9509538,-3.2220763
55.9510925,-3.2221311
55.9512176,-3.2221604
55.9513680,-3.2221733
55.9516203,-3.2221313
55.9517822,-3.2221164
55.9518709,-3.2220983
55.9519222,-3.2220847
55.9521102,-3.2220194
55.9522094,-3.2219704
55.9523265,-3.2219039
55.9524835,-3.2217914
55.9525716,-3.2217066
55.9526766,-3.2215894
55.9527487,-3.2214962
55.9529021,-3.2212607
55.9529246,-3.2212037
55.9529358,-3.2211549
55.9529468,-3.2211108
55.9529560,-3.2210483
55.9529617,-3.2209840
55.9529627,-3.2209225
55.9529423,-3.2208297
55.9529388,-3.2207767
55.9529316,-3.2207428
55.9529242,-3.2207071
55.9529181,-3.2206447
55.9529086,-3.2205973
55.9529017,-3.2205535
55.9528851,-3.2204810
55.9528576,-3.2203771
55.9528340,-3.2202975
55.9527800,-3.2202021
55.9527565,-3.2201449
55.9527124,-3.2200943
55.9526405,-3.2199723
55.9525844,-3.2198982
55.9525383,-3.2198308
55.9525107,-3.2197933
55.9525009,-3.2197820
55.9524922,-3.2197730
55.9524911,-3.2197565
55.9524900,-3.2197400
55.9524746,-3.2195760
nature_type: wood
     
nature id: 86402010
55.9531918,-3.2155940
55.9534136,-3.2154217
55.9534453,-3.2152974
55.9534294,-3.2152850
55.9533856,-3.2152532
55.9534998,-3.2147968
55.9533686,-3.2146975
55.9533280,-3.2144089
55.9532998,-3.2137897
55.9533778,-3.2135468
55.9535719,-3.2134164
55.9537742,-3.2134579
55.9539583,-3.2133098
55.9540164,-3.2133750
55.9539169,-3.2137808
55.9537808,-3.2140178
55.9535951,-3.2140593
55.9534972,-3.2144326
55.9536319,-3.2146444
55.9537576,-3.2147353
55.9538107,-3.2147288
55.9538702,-3.2146200
55.9538675,-3.2145362
55.9538202,-3.2144606
55.9538550,-3.2142962
55.9539470,-3.2143021
55.9541355,-3.2134693
55.9542494,-3.2134106
55.9545130,-3.2132597
55.9552644,-3.2128554
55.9552798,-3.2128292
55.9555265,-3.2123985
55.9555543,-3.2123997
55.9556361,-3.2122018
55.9557022,-3.2120785
55.9556600,-3.2120072
55.9555898,-3.2119033
55.9557030,-3.2116804
55.9558201,-3.2115116
55.9562272,-3.2111452
55.9562433,-3.2110837
55.9551517,-3.2119353
55.9548181,-3.2121044
55.9545899,-3.2120722
55.9543917,-3.2122224
55.9537970,-3.2125658
55.9536168,-3.2125336
55.9534186,-3.2126194
55.9532144,-3.2128018
55.9530161,-3.2129949
55.9529320,-3.2131344
55.9528960,-3.2134241
55.9528881,-3.2139861
55.9529730,-3.2144085
55.9530227,-3.2146331
55.9530709,-3.2148798
55.9531918,-3.2155940
nature_type: wood
     
nature id: 132936239
55.9576280,-3.2083919
55.9576333,-3.2083820
55.9576375,-3.2083693
55.9576444,-3.2083465
55.9576493,-3.2083237
55.9576523,-3.2083030
55.9576535,-3.2082886
55.9576515,-3.2082774
55.9576435,-3.2082569
55.9576275,-3.2082256
55.9576126,-3.2081972
55.9575966,-3.2081676
55.9575758,-3.2081267
55.9575634,-3.2081039
55.9575521,-3.2080845
55.9575419,-3.2080690
55.9575265,-3.2080513
55.9575118,-3.2080455
55.9574893,-3.2080388
55.9574745,-3.2080361
55.9574600,-3.2080358
55.9574502,-3.2080384
55.9574437,-3.2080416
55.9574374,-3.2080474
55.9574307,-3.2080577
55.9574252,-3.2080725
55.9574212,-3.2080893
55.9574092,-3.2081396
55.9574026,-3.2081795
55.9574011,-3.2082029
55.9574017,-3.2082272
55.9574730,-3.2084298
55.9574781,-3.2084368
55.9574836,-3.2084403
55.9574981,-3.2084433
55.9575046,-3.2084493
55.9575085,-3.2084586
55.9575098,-3.2084683
55.9575091,-3.2084781
55.9575074,-3.2084943
55.9575069,-3.2085067
55.9575073,-3.2085216
55.9575094,-3.2085307
55.9575117,-3.2085373
55.9575144,-3.2085435
55.9575182,-3.2085500
55.9575218,-3.2085547
55.9575262,-3.2085589
55.9575307,-3.2085620
55.9575373,-3.2085649
55.9575424,-3.2085668
55.9575481,-3.2085669
55.9575539,-3.2085636
55.9575592,-3.2085563
55.9575671,-3.2085429
55.9575744,-3.2085241
55.9575807,-3.2084930
55.9575861,-3.2084505
55.9576280,-3.2083919
nature_type: wood
     
nature id: 564127774
55.9564817,-3.2105795
55.9564135,-3.2106871
55.9561994,-3.2110247
55.9557572,-3.2113328
55.9549441,-3.2118991
55.9536977,-3.2123873
55.9531722,-3.2126072
55.9528448,-3.2130417
55.9528478,-3.2138625
55.9528807,-3.2141356
55.9529679,-3.2148603
55.9531241,-3.2158205
55.9528027,-3.2163838
55.9525565,-3.2164106
55.9519137,-3.2172850
55.9517846,-3.2182399
55.9519347,-3.2195273
55.9522291,-3.2199350
55.9525444,-3.2199457
55.9528838,-3.2206163
55.9528718,-3.2212386
55.9523629,-3.2217599
55.9517202,-3.2220120
55.9510084,-3.2220603
nature_type: valley
     
nature id: 656357414
55.9534136,-3.2154217
55.9531918,-3.2155940
55.9531963,-3.2156894
55.9531892,-3.2157920
