loc_id,osm_lat,osm_lon,osm_yaw,wayidx,neighbor,pano_id,gsv_lat,gsv_lon,gsv_yaw
1,51.752394400000000,-1.275980600000000,1.681360979852823e+02,1,,kgwgBznC8oTs_oG0QjnBkg,51.752401999999996,-1.275970000000000,3.086500000000000e+02
2,51.752333399999998,-1.275959900000000,1.841615149227424e+02,1,,XyfckL0GA_rybKU9Yh6bmQ,51.752378000000000,-1.275904000000000,2.319400000000000e+02
3,51.752256400000356,-1.275968950015429,1.841615078147260e+02,1,,aDWyrW_xVvyouCCnOI7Ppw,51.752279999999999,-1.275926000000000,1.862500000000000e+02
4,51.752179400000003,-1.275978000000000,1.855757460367160e+02,1,,lwb4SnuxlFLX0RgPILlYxA,51.752172999999999,-1.275950000000000,1.850199900000000e+02
5,51.752100450000647,-1.275990450021763,1.855757362606885e+02,1,,z7dvZHI2WR59XwHZna5lWg,51.752074999999998,-1.275972000000000,1.872200000000000e+02
6,51.752021499999998,-1.276002900000000,1.851715847456239e+02,1,,7wW6lOMKukoFpJYWZnLiDA,51.751978000000001,-1.275992000000000,1.868499900000000e+02
7,51.751850500000003,-1.276027900000000,1.876433880740111e+02,1,,V2kS_4xJrms84WAJNqXchw,51.751888000000001,-1.276010000000000,1.850400000000000e+02
8,51.751769425003928,-1.276045475094645,1.876433742704585e+02,1,,b5kZys5WSp6zN6DhJxoMTQ,51.751755000000003,-1.276039000000000,1.886700000000000e+02
9,51.751688350005232,-1.276063050126194,1.876433604681500e+02,1,,brXG3j4vN2-kW_guwDT0RA,51.751643999999999,-1.276074000000000,1.866299900000000e+02
10,51.751526200000001,-1.276098200000000,1.876391133973750e+02,1,,8Liw5KEn45VJyzkzo4osSw,51.751517999999997,-1.276114000000000,8.139999000000000e+00
11,51.751420500002233,-1.276121100053592,1.876390954128422e+02,1,,h0J4cloTWboi9CcSvHm4Sg,51.751376000000000,-1.276151000000000,1.924099900000000e+02
12,51.751314800000003,-1.276144000000000,2.004545017498128e+02,1,,ujugw7G0PisXcYYVBiMIwA,51.751271000000003,-1.276189000000000,2.021299900000000e+02
13,51.751240025025837,-1.276189050223747,2.004544663693659e+02,1,,KExQhjv0vJEf7SsasLcsdg,51.751240000000003,-1.276203000000000,2.029099900000000e+02
14,51.751165250034440,-1.276234100298329,2.004544309954034e+02,1,,7hL1a_9fJiDw774j5Qoi0A,51.751145999999999,-1.276255000000000,2.041500000000000e+02
15,51.751090475025840,-1.276279150223746,2.004543956104528e+02,1,,a5OU8jKfG4JBxLp6M7ETLg,51.751047000000000,-1.276323000000000,2.075699900000000e+02
16,51.750955850013959,-1.276381550075993,2.106773149592457e+02,1,,684zHubzjdjuLoLJDnG-gA,51.750968999999998,-1.276394000000000,2.084200000000000e+02
17,51.750895999999997,-1.276438900000000,2.084836351927053e+02,1,,levFYwi-Yu1plpUVhlaidg,51.750889000000001,-1.276469000000000,2.050600000000000e+02
18,51.750782700000002,-1.276538200000000,2.084836351927053e+02,1,,cFZai5OjU2LY5wo6-b7tCg,51.750807000000002,-1.276547000000000,2.027800000000000e+02
19,51.749090000000002,-1.277881700000000,1.130949015520830e+02,2,,iEgXP0Jyw-2yFnq1MI2BmA,51.749119999999998,-1.277884000000000,2.857800000000000e+02
20,51.749052613095607,-1.277740086679507,1.130950127546785e+02,2,,v97UuWU5RKMFHy3Fea1zAQ,51.749042000000003,-1.277766000000000,1.165700000000000e+02
21,51.749015226021044,-1.277598473593441,1.130951239783952e+02,2,,v3wmucODdLKfrzbeLzzw0Q,51.748989999999999,-1.277565000000000,1.120499950000000e+02
22,51.748977838776291,-1.277456860741800,1.130952351775644e+02,2,,9Ub-ZrOyKPFPMGDcdWmSeA,51.748978999999999,-1.277524000000000,2.941399800000000e+02
23,51.748940451361385,-1.277315248124586,1.130953463926078e+02,2,,lKxxSVAwYw5wdPXktCQxyA,51.748927999999999,-1.277323000000000,2.936500000000000e+02
24,51.748903063776289,-1.277173635741798,1.130954576023335e+02,2,,9jen0IsznuloIkXmtZ3-NQ,51.748891999999998,-1.277183000000000,2.935900000000000e+02
25,51.748865676021033,-1.277032023593438,1.130955688051571e+02,2,,mHkFIFsoYJN58fqGEeP2Gg,51.748856000000004,-1.277041000000000,1.153800000000000e+02
26,51.748828288095609,-1.276890411679505,1.130956800220379e+02,2,,gwSrsRp1BKCqVc9uDhH-tg,51.748829999999998,-1.276940000000000,1.132900000000000e+02
