loc_id,osm_lat,osm_lon,osm_yaw,wayidx,neighbor,pano_id,gsv_lat,gsv_lon,gsv_yaw
1,41.89959350000000171121,12.46640840000000061139,3.324520769664830e+02,1,,EuhhmRSQ5Kp6QD9B9HkbEQ,41.89959499999999792408,12.46637999999999912859,1.323799900000000e+02
2,41.89969109999999830052,12.46634000000000064290,3.165738027766415e+02,1,,pEGYw_KyQN7TLcxDh9YHLA,41.89969299999999918782,12.46633100000000027308,3.206100000000000e+02
3,41.89975110000000313448,12.46626370000000072480,3.134147210216267e+02,1,,Y_Wl6SHo2aEfMrL2gE5NPg,41.89974999999999738520,12.46625599999999955969,2.573300000000000e+02
4,41.90073189999999669908,12.46488440000000075258,4.604907760053418e+01,2,,Ax-jTwiBZf3SC8Pdo6asRA,41.90073100000000039245,12.46487400000000000944,3.368800000000000e+02
5,41.90082029999999946313,12.46500759999999985439,4.659060177816674e+01,2,,RfyQWh2WEDbUjKnuOxoTiA,41.90084000000000230557,12.46504000000000011994,4.478000000000000e+01
6,41.90088240000000041618,12.46509580000000028122,5.044848733690801e+01,2,,JyQUkNq3RBxbm7Sllhn5Ag,41.90085799999999949250,12.46506699999999945305,4.564999800000000e+01
7,41.90090920000000096479,12.46513939999999998065,5.170372922382654e+01,2,,WHWFrRO4NmG01rD5dKQoFw,41.90091699999999974580,12.46515800000000062653,5.117000000000000e+01
8,41.90094369999999912579,12.46519810000000028083,5.547738129630723e+01,2,,dCamDCUVJ0TsqKk8ceXWPQ,41.90093900000000104455,12.46519699999999986062,5.171000000000000e+01
9,41.90096080000000000609,12.46523149999999979798,5.585445266564750e+01,2,,3JD0V5ydxCIv7h337jijTg,41.90097500000000252385,12.46526599999999973534,5.555999800000000e+01
10,41.90098940000000027339,12.46529020000000009816,5.788856748154711e+01,2,,tX0IqxJhTHQGP9P8UHEXhQ,41.90098100000000158616,12.46527599999999935676,5.878999700000000e+01
11,41.90100360000000279115,12.46532060000000008415,5.853704057165336e+01,2,,p_7NFl_x9nSpJy5MSNF-Qw,41.90101200000000147838,12.46533400000000035845,5.637999700000000e+01
12,41.90102660000000156515,12.46537110000000048160,6.247007326551860e+01,2,,qQPd49POaPaVmajjh9QUiw,41.90103100000000324599,12.46537700000000015166,6.289000000000000e+01
13,41.90104269999999786478,12.46541260000000050923,6.415409191596166e+01,2,,kGYNr6unlh8eGtZigTT5Cg,41.90104000000000183945,12.46539800000000042246,5.744000000000000e+01
14,41.90105330000000094515,12.46544199999999946726,6.613737906384569e+01,2,,t9_euRMtWqH6z24y-GB38Q,41.90106099999999855754,12.46545000000000058549,6.327000000000000e+01
15,41.90107210000000037553,12.46549910000000060961,6.855861574346031e+01,2,,oxOeL7J5vlB10s3E4KuYiQ,41.90107600000000331875,12.46549399999999963029,6.472999600000000e+01
16,41.90108539999999948122,12.46554459999999941999,6.894883995021333e+01,2,,kGxAbt7a7QXLfAn4A5nrmQ,41.90109300000000303044,12.46555099999999960403,6.246999700000000e+01
17,41.90109619999999779338,12.46558229999999944937,7.154776321695773e+01,2,,LZCUDGxmAoD65he-4lOFYA,41.90109999999999956799,12.46557899999999996510,6.359000000000000e+01
